0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
"{'key': 'rank', 'value': '282'}","{'key': 'revenues', 'value': '10056'}","{'key': 'revchange', 'value': '4.3'}","{'key': 'profits', 'value': '1530'}","{'key': 'prftchange', 'value': '-13.9'}","{'key': 'assets', 'value': '19428'}","{'key': 'employees', 'value': '30106'}","{'key': 'mktval', 'value': ''}","{'key': 'sector', 'value': 'Aerospace & Defense'}","{'key': 'industry', 'value': 'Aerospace and Defense'}","{'key': 'hqcity', 'value': 'Portland'}","{'key': 'hqstate', 'value': 'OR'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Precision Castparts'}"
"{'key': 'rank', 'value': '281'}","{'key': 'revenues', 'value': '10140'}","{'key': 'revchange', 'value': '-6.2'}","{'key': 'profits', 'value': '-184'}","{'key': 'prftchange', 'value': ''}","{'key': 'assets', 'value': '6692'}","{'key': 'employees', 'value': '13800'}","{'key': 'mktval', 'value': '1022'}","{'key': 'sector', 'value': 'Motor Vehicles & Parts'}","{'key': 'industry', 'value': 'Motor Vehicles and Parts'}","{'key': 'hqcity', 'value': 'Lisle'}","{'key': 'hqstate', 'value': 'IL'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'no'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Navistar International'}"
"{'key': 'rank', 'value': '15'}","{'key': 'revenues', 'value': '116199'}","{'key': 'revchange', 'value': '3.2'}","{'key': 'profits', 'value': '2377'}","{'key': 'prftchange', 'value': '15.5'}","{'key': 'assets', 'value': '33440'}","{'key': 'employees', 'value': '161000'}","{'key': 'mktval', 'value': '69183'}","{'key': 'sector', 'value': 'Retailing'}","{'key': 'industry', 'value': 'Specialty Retailers: Other'}","{'key': 'hqcity', 'value': 'Issaquah'}","{'key': 'hqstate', 'value': 'WA'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'yes'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'yes'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Costco'}"
"{'key': 'rank', 'value': '14'}","{'key': 'revenues', 'value': '131118'}","{'key': 'revchange', 'value': '-35.7'}","{'key': 'profits', 'value': '4587'}","{'key': 'prftchange', 'value': '-76.2'}","{'key': 'assets', 'value': '266103'}","{'key': 'employees', 'value': '61500'}","{'key': 'mktval', 'value': '179653'}","{'key': 'sector', 'value': 'Energy'}","{'key': 'industry', 'value': 'Petroleum Refining'}","{'key': 'hqcity', 'value': 'San Ramon'}","{'key': 'hqstate', 'value': 'CA'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'yes'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'yes'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Chevron'}"
"{'key': 'rank', 'value': '13'}","{'key': 'revenues', 'value': '131620'}","{'key': 'revchange', 'value': '3.6'}","{'key': 'profits', 'value': '17879'}","{'key': 'prftchange', 'value': '85.8'}","{'key': 'assets', 'value': '244640'}","{'key': 'employees', 'value': '177700'}","{'key': 'mktval', 'value': '220646'}","{'key': 'sector', 'value': 'Telecommunications'}","{'key': 'industry', 'value': 'Telecommunications'}","{'key': 'hqcity', 'value': 'New York'}","{'key': 'hqstate', 'value': 'NY'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'yes'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'yes'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Verizon'}"
"{'key': 'rank', 'value': '12'}","{'key': 'revenues', 'value': '135962'}","{'key': 'revchange', 'value': '13.7'}","{'key': 'profits', 'value': '-135'}","{'key': 'prftchange', 'value': '-148.8'}","{'key': 'assets', 'value': '27736'}","{'key': 'employees', 'value': '17000'}","{'key': 'mktval', 'value': '19511'}","{'key': 'sector', 'value': 'Health Care'}","{'key': 'industry', 'value': 'Wholesalers: Health Care'}","{'key': 'hqcity', 'value': 'Chesterbrook'}","{'key': 'hqstate', 'value': 'PA'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'no'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'yes'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'yes'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'yes'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'AmerisourceBergen'}"
"{'key': 'rank', 'value': '11'}","{'key': 'revenues', 'value': '140389'}","{'key': 'revchange', 'value': '-5.3'}","{'key': 'profits', 'value': '-6126'}","{'key': 'prftchange', 'value': '-140.2'}","{'key': 'assets', 'value': '492692'}","{'key': 'employees', 'value': '333000'}","{'key': 'mktval', 'value': '295174'}","{'key': 'sector', 'value': 'Industrials'}","{'key': 'industry', 'value': 'Industrial Machinery'}","{'key': 'hqcity', 'value': 'Fairfield'}","{'key': 'hqstate', 'value': 'CT'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'no'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'yes'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'yes'}","{'key': 'change-the-world-y-n', 'value': 'yes'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'General Electric'}"
"{'key': 'rank', 'value': '10'}","{'key': 'revenues', 'value': '146801'}","{'key': 'revchange', 'value': '10.8'}","{'key': 'profits', 'value': '13345'}","{'key': 'prftchange', 'value': '114.4'}","{'key': 'assets', 'value': '402672'}","{'key': 'employees', 'value': '281450'}","{'key': 'mktval', 'value': '240943'}","{'key': 'sector', 'value': 'Telecommunications'}","{'key': 'industry', 'value': 'Telecommunications'}","{'key': 'hqcity', 'value': 'Dallas'}","{'key': 'hqstate', 'value': 'TX'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'yes'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'yes'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'AT&amp;T'}"
"{'key': 'rank', 'value': '9'}","{'key': 'revenues', 'value': '149558'}","{'key': 'revchange', 'value': '3.8'}","{'key': 'profits', 'value': '7373'}","{'key': 'prftchange', 'value': '131.3'}","{'key': 'assets', 'value': '224925'}","{'key': 'employees', 'value': '199000'}","{'key': 'mktval', 'value': '53758'}","{'key': 'sector', 'value': 'Motor Vehicles & Parts'}","{'key': 'industry', 'value': 'Motor Vehicles and Parts'}","{'key': 'hqcity', 'value': 'Dearborn'}","{'key': 'hqstate', 'value': 'MI'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'yes'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Ford Motor'}"
"{'key': 'rank', 'value': '8'}","{'key': 'revenues', 'value': '152356'}","{'key': 'revchange', 'value': '-2.3'}","{'key': 'profits', 'value': '9687'}","{'key': 'prftchange', 'value': '145.3'}","{'key': 'assets', 'value': '194520'}","{'key': 'employees', 'value': '215000'}","{'key': 'mktval', 'value': '48543'}","{'key': 'sector', 'value': 'Motor Vehicles & Parts'}","{'key': 'industry', 'value': 'Motor Vehicles and Parts'}","{'key': 'hqcity', 'value': 'Detroit'}","{'key': 'hqstate', 'value': 'MI'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'yes'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'yes'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'yes'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'yes'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'General Motors'}"
"{'key': 'rank', 'value': '7'}","{'key': 'revenues', 'value': '153290'}","{'key': 'revchange', 'value': '10'}","{'key': 'profits', 'value': '5237'}","{'key': 'prftchange', 'value': '12.8'}","{'key': 'assets', 'value': '93657'}","{'key': 'employees', 'value': '199000'}","{'key': 'mktval', 'value': '113947'}","{'key': 'sector', 'value': 'Food and Drug Stores'}","{'key': 'industry', 'value': 'Food and Drug Stores'}","{'key': 'hqcity', 'value': 'Woonsocket'}","{'key': 'hqstate', 'value': 'RI'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'yes'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'yes'}","{'key': 'change-the-world-y-n', 'value': 'yes'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'CVS Health'}"
"{'key': 'rank', 'value': '6'}","{'key': 'revenues', 'value': '157107'}","{'key': 'revchange', 'value': '20.4'}","{'key': 'profits', 'value': '5813'}","{'key': 'prftchange', 'value': '3.5'}","{'key': 'assets', 'value': '111383'}","{'key': 'employees', 'value': '200000'}","{'key': 'mktval', 'value': '122542'}","{'key': 'sector', 'value': 'Health Care'}","{'key': 'industry', 'value': 'Health Care: Insurance and Managed Care'}","{'key': 'hqcity', 'value': 'Minnetonka'}","{'key': 'hqstate', 'value': 'MN'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'yes'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'yes'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'UnitedHealth Group'}"
"{'key': 'rank', 'value': '5'}","{'key': 'revenues', 'value': '181241'}","{'key': 'revchange', 'value': '31.3'}","{'key': 'profits', 'value': '1476'}","{'key': 'prftchange', 'value': '16.9'}","{'key': 'assets', 'value': '53870'}","{'key': 'employees', 'value': '70400'}","{'key': 'mktval', 'value': '35945'}","{'key': 'sector', 'value': 'Health Care'}","{'key': 'industry', 'value': 'Wholesalers: Health Care'}","{'key': 'hqcity', 'value': 'San Francisco'}","{'key': 'hqstate', 'value': 'CA'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'yes'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'yes'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'McKesson'}"
"{'key': 'rank', 'value': '4'}","{'key': 'revenues', 'value': '210821'}","{'key': 'revchange', 'value': '8.3'}","{'key': 'profits', 'value': '24083'}","{'key': 'prftchange', 'value': '21.2'}","{'key': 'assets', 'value': '552257'}","{'key': 'employees', 'value': '331000'}","{'key': 'mktval', 'value': '350279'}","{'key': 'sector', 'value': 'Financials'}","{'key': 'industry', 'value': 'Insurance: Property and Casualty (Stock)'}","{'key': 'hqcity', 'value': 'Omaha'}","{'key': 'hqstate', 'value': 'NE'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'yes'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'yes'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Berkshire Hathaway'}"
"{'key': 'rank', 'value': '3'}","{'key': 'revenues', 'value': '233715'}","{'key': 'revchange', 'value': '27.9'}","{'key': 'profits', 'value': '53394'}","{'key': 'prftchange', 'value': '35.1'}","{'key': 'assets', 'value': '290479'}","{'key': 'employees', 'value': '110000'}","{'key': 'mktval', 'value': '604304'}","{'key': 'sector', 'value': 'Technology'}","{'key': 'industry', 'value': 'Computers, Office Equipment'}","{'key': 'hqcity', 'value': 'Cupertino'}","{'key': 'hqstate', 'value': 'CA'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'yes'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'yes'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Apple'}"
"{'key': 'rank', 'value': '2'}","{'key': 'revenues', 'value': '246204'}","{'key': 'revchange', 'value': '-35.6'}","{'key': 'profits', 'value': '16150'}","{'key': 'prftchange', 'value': '-50.3'}","{'key': 'assets', 'value': '336758'}","{'key': 'employees', 'value': '75600'}","{'key': 'mktval', 'value': '347129'}","{'key': 'sector', 'value': 'Energy'}","{'key': 'industry', 'value': 'Petroleum Refining'}","{'key': 'hqcity', 'value': 'Irving'}","{'key': 'hqstate', 'value': 'TX'}","{'key': 'rankgain', 'value': 'no'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'no'}","{'key': 'global500-y-n', 'value': 'yes'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'yes'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Exxon Mobil'}"
"{'key': 'rank', 'value': '325'}","{'key': 'revenues', 'value': '8680'}","{'key': 'revchange', 'value': '44.4'}","{'key': 'profits', 'value': '437'}","{'key': 'prftchange', 'value': '-14.5'}","{'key': 'assets', 'value': '14222'}","{'key': 'employees', 'value': '50000'}","{'key': 'mktval', 'value': '11912'}","{'key': 'sector', 'value': 'Health Care'}","{'key': 'industry', 'value': 'Health Care: Pharmacy and Other Services'}","{'key': 'hqcity', 'value': 'Burlington'}","{'key': 'hqstate', 'value': 'NC'}","{'key': 'rankgain', 'value': 'yes'}","{'key': 'rankdrop', 'value': 'no'}","{'key': 'newcomer', 'value': 'no'}","{'key': 'profitable', 'value': 'yes'}","{'key': 'ceofounder', 'value': 'no'}","{'key': 'ceoforeign', 'value': 'no'}","{'key': 'ceowoman', 'value': 'no'}","{'key': 'jobgrowth', 'value': 'yes'}","{'key': 'global500-y-n', 'value': 'no'}","{'key': 'best-companies-y-n', 'value': 'no'}","{'key': 'worlds-most-admired-companies-y-n', 'value': 'no'}","{'key': 'change-the-world-y-n', 'value': 'no'}","{'key': '100-fastest-growing-companies-y-n', 'value': 'no'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Laboratory Corp. of America'}"
